é O O
que O O
o O O
senhor O O
aprendeu O O
a O O
ser O O
livreiro O O
, O O
a O O
trabalhar O O
com O O
livros O O
antigos O O
? O O

R O O
- O O
Justamente O O
, O O
que O O
eu O O
comecei O O
a O O
trabalhar O O
em O O
uma O O
livraria O O
antiquária O O
. O O

P O O
- O O
Foi O O
seu O O
primeiro O O
trabalho O O
? O O

R O O
- O O
Sim O O
. O O

Todos O O
os O O
nomes O O
citados O O
derivam O O
de O O
esta O O
cena O O
, O O
que O O
rapidamente O O
foi O O
superada O O
por O O
outras O O
modas O O
. O O

Qualquer O O
de O O
eles O O
prosseguiu O O
em O O
a O O
linha O O
de O O
a O O
pop O O
electrónica O O
, O O
todavia O O
, O O
só O O
Marc B-PER B-PER
Almond I-PER I-PER
e O O
os O O
Erasure B-PER B-PER
seguem O O
hoje O O
uma O O
atitude O O
" O O
camp O O
" O O
, O O
embora O O
ambos O O
com O O
algumas O O
" O O
nuances O O
" O O
que O O
de O O
algum O O
modo O O
tendem O O
a O O
atenuar O O
- O O
lhes O O
a O O
envolvência O O
escandalosa O O
. O O

Almond B-PER O
é O O
o O O
único O O
que O O
continua O O
a O O
cantar O O
teatral O O
e O O
amaneirado O O
, O O
fazendo O O
de O O
as O O
suas O O
interpretações O O
casos O O
de O O
incandescência O O
incontrolável O O
, O O
assente O O
em O O
o O O
culto O O
de O O
o O O
personagem O O
instantâneo O O
, O O
A O O
A O O
boa O O
maneira O O
tradicional O O
de O O
o O O
" O O
camp O O
" O O
de O O
Oscar B-PER O
Wilde I-PER O
. O O

Se O O
isso O O
fica O O
uma O O
vez O O
mais O O
reiterado O O
em O O
" O O
Memoribilia O O
" O O
, O O
a O O
compilação O O
de O O
os O O
seus O O
êxitos O O
a O O
solo O O
e O O
em O O
os O O
Soft B-PER B-LOC
Cell I-PER I-LOC
, O O
que O O
parcialmente O O
regravou O O
para O O
o O O
efeito O O
, O O
também O O
é O O
visível O O
que O O
em O O
os O O
respectivos O O
novos O O
vídeos O O
colados O O
A O O
as O O
antigas O O
canções O O
qualquer O O
coisa O O
mudou O O
em O O
Almond B-PER B-LOC
. O O

O O O
exemplo O O
paradigmático O O
é O O
" O O
Say O O
hello O O
and O O
Wave O O
Goodbye O O
" O O
, O O
cujo O O
primeiro O O
" O O
clip O O
" O O
consistia O O
em O O
uma O O
verdadeira O O
orgia O O
de O O
excessos O O
e O O
que O O
agora O O
é O O
substituído O O
por O O
um O O
teledisco O O
de O O
um O O
romantismo O O
asseado O O
repleto O O
de O O
modelos O O
em O O
câmara O O
lenta O O
, O O
que O O
mais O O
se O O
tende O O
a O O
ligar O O
a O O
os O O
" O O
dessexuados O O
" O O
Black B-PER O
ou O O
Don B-PER B-PER
Henley I-PER I-PER
. O O

Exmo(a) O O
Sr. O O
(a) O O
, O O

O O O
mês O O
de O O
Outubro O B-TMP
é O O
marcado O O
por O O
a O O
passagem O O
para O O
o O O
euro O O
de O O
alguns O O
produtos O O
e O O
serviços O O
BPI B-ORG O
. O O

Assim O O
e O O
em O O
o O O
que O O
diz O O
respeito O O
a O O
o O O
BPI O B-PER
Net O I-PER
, O O
todas O O
as O O
operações O O
, O O
são O O
agora O O
, O O
por O O
defeito O O
apresentadas O O
em O O
euros O O
. O O

Para O O
seu O O
auxílio O O
, O O
em O O
os O O
ecrãs O O
de O O
confirmação O O
são O O
apresentados O O
os O O
valores O O
em O O
euros O O
e O O
em O O
escudos O O
, O O
por O O
o O O
que O O
aconselhamos O O
que O O
verifique O O
sempre O O
ambos O O
os O O
valores O O
. O O

Para O O
mais O O
informações O O
, O O
poderá O O
utilizar O O
a O O
Linha B-LOC B-LOC
BPI I-LOC I-LOC
Internet I-LOC I-LOC
808 O I-LOC
289 O I-LOC
289 O I-LOC
ou O O
enviar O O
um O O
email O O
para O O
o O O
endereço O O
bpinet@bancobpi.pt O O
. O O

Com O O
os O O
melhores O O
cumprimentos O O
, O O

BPI B-PER O
Net I-PER O

Se O O
não O O
desejar O O
receber O O
informações O O
de O O
o O O
BPI B-ORG O
por O O
este O O
meio O O
, O O
envie O O
- O O
nos O O
o O O
seguinte O O
email O O
: O O
mailto O O
:bpinet@bancobpi.pt?subject=Rejeitar O O
. O O

O O O
Princípio O B-ORG
da O I-ORG
Incerteza O I-ORG
de O I-ORG
Heisenberg B-PER I-ORG

O O O
elétron O O
é O O
uma O O
partícula O O
muito O O
pequena O O
, O O
difícil O O
de O O
detectar O O
a O O
sua O O
posição O O
e O O
sua O O
velocidade O O
a O O
o O O
mesmo O O
tempo O O
. O O

Werner B-PER O
Heisenberg I-PER O
em O O
1926 B-TMP B-TMP
propôs O O
substituirmos O O
o O O
conceito O O
de O O
órbita O O
por O O
o O O
conceito O O
de O O
probabilidade O O
de O O
posição O O
. O O

Quanto O O
maior O O
a O O
densidade O O
eletrônica O O
, O O
maior O O
a O O
probabilidade O O
de O O
encontrarmos O O
um O O
elétron O O
. O O

A O O
Contribuição O O
de O O
Schrödinger B-PER O

Em O O
1927 B-TMP B-TMP
, O O
quando O O
este O O
austríaco O O
formulou O O
, O O
por O O
pura O O
intuição O O
matemática O O
, O O
uma O O
equação O O
de O O
ondas O O
válida O O
para O O
o O O
elétron O O
de O O
o O O
átomo O O
de O O
H O O
, O O
tinha O O
início O O
a O O
mecânica O O
ondulatória O O
. O O

Sua O O
adequação O O
A O O
as O O
observações O O
experimentais O O
ocasionou O O
sua O O
aceitação O O
imediata O O
e O O
um O O
grande O O
desenvolvimento O O
de O O
a O O
mecânica O O
quântica O O
em O O
os O O
anos O O
subsequentes O O
. O O

Depois O O
de O O
a O O
equação O O
de O O
Schrödinger B-PER O
não O O
se O O
podia O O
mais O O
admitir O O
uma O O
órbita O O
precisa O O
para O O
o O O
elétron O O
. O O

Essa O O
equação O O
, O O
passada O O
por O O
o O O
devido O O
tratamento O O
matemático O O
, O O
revela O O
figuras O O
tridimensionais O O
que O O
sugerem O O
uma O O
probabilidade O O
de O O
encontrar O O
elétrons O O
em O O
determinados O O
volumes O O
. O O

Isto O O
está O O
exatamente O O
de O O
acordo O O
com O O
o O O
que O O
Heisenberg B-PER B-PER
propôs O O
. O O

Estas O O
regiões O O
de O O
máxima O O
probabilidade O O
de O O
encontrarmos O O
elétrons O O
em O O
o O O
átomo O O
, O O
foram O O
chamadas O O
de O O
orbitais O O
, O O
diferenciando O O
- O O
se O O
de O O
as O O
órbitas O O
de O O
Böhr O O
. O O

Até O O
agora O O
, O O
temos O O
as O O
seguintes O O
partículas O O
constituintes O O
de O O
o O O
átomo O O
: O O

Porém O O
, O O
em O O
os O O
anos B-TMP B-TMP
60 I-TMP I-TMP
intensas O O
pesquisas O O
revelaram O O
que O O
estas O O
particulas O O
basicas O O
são O O
compostas O O
de O O
mais O O
unidades O O
basicas O O
chamadas O O
de O O
quarks O O
. O O

Isto O O
foi O O
concluido O O
em O O
os O O
anos B-TMP B-TMP
80 I-TMP I-TMP
, O O
as O O
partículas O O
constituintes O O
de O O
a O O
matéria O O
são O O
os O O
quarks O O
, O O
e O O
são O O
responsáveis O O
por O O
as O O
forças O O
que O O
mantém O O
o O O
núcleo O O
unido O O
. O O

Quarks O O
são O O
particulas O O
maciças O O
, O O
que O O
tem O O
um O O
spin O O
de O O
1/2 B-VAL B-TMP
a O O
suportam O O
uma O O
fração O O
de O O
carga O O
elétrica O O
. O O

Os O O
quarks O O
sempre O O
se O O
encontram O O
combinados O O
com O O
outras O O
particulas O O
. O O

Existem O O
6 B-VAL B-VAL
tipos O O
de O O
quarks O O
: O O
up O O
, O O
down O O
, O O
top O O
, O O
botton O O
, O O
strange O O
e O O
charm O O
. O O

Apenas O O
o O O
up O O
e O O
o O O
down O O
, O O
ocorrem O O
em O O
os O O
protons O O
e O O
neutrons O O
. O O

Os O O
demais O O
só O O
aparecem O O
em O O
particulas O O
instaveis O O
que O O
espontaneamente O O
decaem O O
em O O
frações O O
de O O
segundo O O
. O O

Agora O O
mais O O
algumas O O
partículas O O
atômicas O O
: O O

BARYONS O O
- O O
Hadrons O O
que O O
consistem O O
de O O
3 B-VAL B-VAL
quarks O O

BOSONS O O
- O O
Partículas O O
que O O
suportam O O
as O O
forças O O
físicas O O
básicas O O

FERMIONS O O
- O O
Todas O O
as O O
partículas O O
com O O
spin O O
1/2 B-VAL B-VAL
ou O I-VAL
3/2 B-VAL I-VAL
. O O

Exemplos O O
incluem O O
leptons O O
e O O
baryons O O
. O O

GLUONS O O
- O O
Bosons O O
que O O
suportam O O
intensas O O
forças O O
entre O O
de O O
os O O
quarks O O
. O O

GRAVITONS O O
- O O
Bosons O O
que O O
se O O
supões O O
suportar O O
as O O
forças O O
gravitacionais O O
. O O

Estas O O
partículas O O
já O O
vem O O
sendo O O
observadas O O
. O O

HADRONS O O
- O O
Todas O O
as O O
partículas O O
que O O
são O O
compostas O O
por O O
os O O
quarks O O
. O O

LEPTONS O O
- O O
Partículas O O
que O O
foram O O
encontradas O O
fora O O
de O O
o O O
núcleo O O
. O O

Existem O O
seis O O
tipos O O
de O O
leptons O O
: O O
eletrons O O
, O O
muons O O
, O O
taus O O
, O O
e O O
os O O
respectivos O O
neutrinos O O
. O O

MESONS O O
- O O
Hadrons O O
formados O O
por O O
um O O
quark O O
e O O
antiquarks O O
. O O

MUONS O O
- O O
Leptons O O
que O O
são O O
menos O O
pesados O O
que O O
os O O
elétrons O O
. O O

Embora O O
estas O O
partículas O O
existam O O
desde O O
os O O
primeiros O O
instantes O O
de O O
a O O
formação O O
de O O
o O O
universo O O
, O O
elas O O
agora O O
existem O O
apenas O O
em O O
partículas O O
aceleradas O O
e O O
raios O O
cósmicos O O
. O O

NEUTRINOS O O
- O O
Partículas O O
sem O O
carga O O
elétrica O O
e O O
com O O
nenhuma O O
ou O O
pouca O O
massa O O
. O O

PHOTONS O O
- O O
Bosons O O
que O O
carregam O O
força O O
eletromagnética O O
. O O

São O O
as O O
partículas O O
que O O
compõe O O
a O O
luz O O
. O O

QUARKS O O
- O O
Partículas O O
que O O
compõe O O
os O O
neutrons O O
e O O
os O O
protons O O
. O O

TAUS O O
- O O
São O O
leptons O O
mais O O
pesados O O
. O O

Hoje O O
estas O O
partículas O O
podem O O
apenas O O
ser O O
encontradas O O
em O O
partículas O O
aceleradas O O
e O O
em O O
raios O O
cósmicos O O
, O O
embora O O
fossem O O
abundantes O O
em O O
o O O
início O O
de O O
a O O
formação O O
de O O
o O O
universo O O
. O O

VECTOR O O
MESONS O O
- O O
( O O
Também O O
chamados O O
de O O
W+ O B-LOC
, O O
W- O B-ORG
e O O
Z O O
bosons O O
) O O
. O O

Bosons O O
que O O
carregam O O
fracas O O
forças O O
, O O
responsáveis O O
por O O
alguns O O
tipos O O
de O O
decaimentos O O
radioativos O O
. O O

OS O O
DESAFIOS O O
ETICOS O O
, O O
JURIDICOS O O
E O O
SOCIOCULTURAIS O O
DE O O
A O O
SOCIEDADE O O
DE O O
A O O
INFORMACAO O O
EM O O
A O O
AMERICA B-LOC O
LATINA I-LOC O
E O O
CARIBE B-LOC O

Em O O
os O O
dias O O
26 B-TMP B-TMP
e O O
27 B-TMP B-TMP
de I-TMP I-TMP
outubro I-TMP I-TMP
será O O
realizado O O
em O O
o O O
Rio B-LOC B-LOC
de I-LOC I-LOC
Janeiro I-LOC I-LOC
o O O
workshop O O
temático O O
InfoÉtica O O
2000 O B-TMP
Os O O
Desafios O O
Éticos O O
, O O
Jurídicos O O
e O O
Socioculturais O O
da O O
Sociedade O O
da O O
Informação O O
em O O
a O O
América O B-LOC
Latina O I-LOC
e O O
Caribe O O
. O O

O O O
objetivo O O
é O O
produzir O O
uma O O
proposta O O
que O O
retrate O O
o O O
pensamento O O
latino-americano O O
e O O
caribenho O O
sobre O O
as O O
questões O O
legais O O
e O O
éticas O O
em O O
o O O
uso O O
de O O
a O O
informação O O
em O O
ambientes O O
eletrônicos O O
. O O

Esse O O
documento O O
será O O
levado O O
a O O
o O O
3 O B-TMP
o O O
. O O

Congresso O O
Internacional O O
da O O
UNESCO O O
sobre O O
Desafios O O
Éticos O O
, O O
Jurídicos O O
e O O
Sociais O B-LOC
do O I-LOC
Ciberespaço O I-LOC
, O O
que O O
ocorrerá O O
em O O
Paris B-LOC B-LOC
, O O
de O O
13 B-TMP B-VAL
a O O
15 B-TMP B-TMP
de I-TMP I-TMP
novembro I-TMP I-TMP
. O O

Promovido O O
por O O
a O O
UNESCO B-ORG B-ORG
, O O
Programa O O
Sociedade O O
da O O
Informa-ção O O
e O O
Ministério B-ORG B-ORG
da I-ORG I-ORG
Ciência I-ORG I-ORG
e I-ORG I-ORG
Tecnologia I-ORG I-ORG
. O O

Informacao O O
: O O

( O O
61 O B-TMP
) O O
217.6332 O O

( O O
61 O B-TMP
) O O
3211798 O O

O O O
impacto O O
provocado O O
por O O
a O O
jazzística O O
trilha O O
de O O
" O O
A O O
Marca O O
da O O
Maldade O O
" O O
, O O
com O O
temas O O
influenciados O O
por O O
Stan B-PER B-PER
Kenton I-PER I-PER
e O O
até O O
por O O
pianistas O O
de O O
bordel O O
, O O
chamou O O
a O O
atenção O O
de O O
Edwards B-PER O
, O O
que O O
em O O
1958 B-TMP B-TMP
procurava O O
um O O
músico O O
novo O O
, O O
talentoso O O
e O O
barato O O
para O O
compor O O
o O O
prefixo O O
de O O
a O O
telessérie O O
" O O
Peter O O
Gunn O O
" O O
. O O

O O O
jovem O O
( O O
34 B-VAL B-VAL
anos I-VAL I-VAL
) O O
, O O
talentoso O O
e O O
barato O O
Mancini B-PER B-PER
entrou O O
rachando O O
. O O

A O O
fanfarra O O
que O O
a O O
seguir O O
compôs O O
para O O
" O O
Dizem O O
que O O
É O O
Amor O O
" O O
( O O
High O O
Time O O
) O O
só O O
não O O
ficou O O
também O O
gravada O O
em O O
a O O
memória O O
de O O
todo O O
mundo O O
porque O O
, O O
de O O
aquela O O
vez O O
, O O
Edwards B-PER O
nem O O
sequer O O
chutou O O
em O O
a O O
trave O O
. O O

De O O
todo O O
modo O O
, O O
uma O O
sólida O O
e O O
longa O O
parceria O O
se O O
configurava O O
, O O
alternando O O
comédias O O
e O O
dramas O O
cuja O O
qualidade O O
cinematográfica O O
variava O O
infinitamente O O
mais O O
que O O
as O O
virtudes O O
de O O
suas O O
trilhas O O
sonoras O O
. O O

Quando O O
os O O
dois O O
acertavam O O
juntos O O
( O O
" O O
Bonequinha O O
de O O
Luxo O O
" O O
, O O
" O O
Vício O O
Maldito O O
" O O
, O O
" O O
A O O
Pantera O O
Cor-de-Rosa O O
" O O
) O O
, O O
era O O
uma O O
festa O O
para O O
todos O O
os O O
sentidos O O
. O O

E O O
faturamento O O
em O O
dobro O B-TMP
para O O
o O O
compositor O O
, O O
que O O
não O O
perdia O O
uma O O
chance O O
de O O
estourar O O
em O O
o O O
" O O
hit O O
parade O O
" O O
com O O
uma O O
canção O O
. O O

Por O O
duas O O
de O O
elas O O
, O O
" O O
Moonriver O O
" O O
e O O
" O O
Days O O
of O O
Wine O O
and O O
Roses O O
" O O
, O O
ambas O O
com O O
letra O O
de O O
Johnny B-PER B-PER
Mercer I-PER I-PER
, O O
ganhou O O
o O O
Oscar O O
. O O

LEVE O O
AS O O
CRIANÇAS O O
A O O
O O O
TEATRO O O
! O O

O O O
Site B-LOC O
da I-LOC O
Educação I-LOC O
e O O
o O O
Teatro B-ORG O
Municipal I-ORG O
Maria I-ORG O
Matos I-ORG O
oferecem O O
- O O
lhe O O
5 B-VAL B-VAL
bilhetes O O
duplos O O
para O O
, O O
em O O
o O O
dia O O
4 B-TMP B-TMP
de I-TMP I-TMP
Maio I-TMP I-TMP
( O O
Sábado B-TMP O
) O O
, O O
A O O
as O O
15 B-TMP B-TMP
horas I-TMP I-TMP
, O O
assistir O O
a O O
o O O
espectáculo O O
- O O
A O O
Escolha O B-ORG
de O I-ORG
Tomé O I-ORG
. O O

Para O O
ganhar O O
responda O O
àpergunta O O
, O O
preencha O O
os O O
campos O O
de O O
a O O
ficha O O
e O O
clique O O
em O O
" O O
Enviar B-LOC O
" O O
. O O

Encontrará O O
as O O
respostas O O
em O O
a O O
página O O
de O O
o O O
programa O O
de O O
o O O
Teatro B-ORG O
Municipal I-ORG O
Maria I-ORG O
Matos I-ORG O
. O O

Para O O
lá O O
chegar O O
clique O O
aqui O O

Pergunta O O
: O O
Quem O O
ajuda O O
o O O
Tomé B-PER O
durante O O
a O O
sua O O
viagem O O
? O O

Nome O O
E-Mail O O
Telefone O O
Resposta O O

Tomé B-PER O
éum O O
rapaz O O
que O O
descobre O O
que O O
éuma O O
simples O O
personagem O O
de O O
um O O
conto O O
para O O
crianças O O
. O O

Com O O
a O O
ajuda O O
de O O
o O O
Narrador B-PER O
, O O
figura O O
sábia O O
e O O
conhecedora O O
de O O
a O O
alma O O
humana O O
, O O
Tomé B-PER B-ORG
faz O O
uma O O
longa O O
viagem O O
. O O

A O O
o O O
longo O O
de O O
esta O O
viagem O O
, O O
Tomé B-PER B-PER
será O O
submetido O O
a O O
três O O
difíceis O O
provas O O
. O O

Em O O
cada O O
prova O O
, O O
haverá O O
uma O O
escolha O O
a O O
fazer O O
. O O

As O O
crianças O O
de O O
o O O
público O O
, O O
acompanharão O O
o O O
Tomé B-PER O
em O O
esta O O
viagem O O
e O O
com O O
ele O O
terão O O
de O O
tomar O O
decisões O O
e O O
efectuar O O
as O O
escolhas O O
acertadas O O
. O O

Em O O
cada O O
prova O O
o O O
público O O
será O O
consultado O O
. O O

De O O
mão O O
em O O
o O O
ar O O
, O O
agitando O O
uma O O
bandeirola O O
verde O O
ou O O
encarnada O O
cada O O
criança O O
será O O
chamada O O
a O O
opinar O O
sobre O O
as O O
escolhas O O
de O O
o O O
Tomé B-PER O
. O O

E O O
de O O
acordo O O
com O O
as O O
escolhas O O
feitas O O
, O O
o O O
final O O
de O O
a O O
nossa O O
história O O
poderá O O
ser O O
diferente O O
de O O
espectáculo O O
para O O
espectáculo O O
. O O

Será O O
que O O
Tomé B-PER B-PER
se O O
tornará O O
uma O O
verdadeira O O
pessoa O O
? O O

A O O
escolha O O
também O O
vai O O
depender O O
de O O
o O O
público O O
. O O

Se O O
desejar O O
obter O O
mais O O
informações O O
ou O O
fazer O O
reservas O O
contacte O O
: O O

Teatro B-ORG O
Municipal I-ORG O
Maria I-ORG O
Matos I-ORG O
Tel O O
: O O
218 O B-VAL
438 O I-VAL
806 O I-VAL
( O O
reservas O O
) O O

Primeiro O O
dia O O
de O O
matrícula O O
é O O
marcado O O
por O O
dúvidas O O

Quinta-feira B-TMP O
, I-TMP O
7 I-TMP B-TMP
de I-TMP I-TMP
janeiro I-TMP I-TMP
de I-TMP I-TMP
1999 I-TMP I-TMP
O O B-LOC
Estado O I-LOC
de O I-LOC
São O I-LOC
Paulo O I-LOC
Primeiro O I-LOC
dia O O
de O O
matrícula O O
é O O
marcado O O
por O O
dúvidas O O
JULIANA B-PER O
JUNQUEIRA I-PER O
Apesar O O
de O O
tranqüilo O O
, O O
o O O
primeiro O O
dia O O
de O O
matrículas O O
de O O
as O O
crianças O O
com O O
7 B-VAL B-VAL
anos I-VAL I-VAL
incompletos O O
foi O O
marcado O O
por O O
algumas O O
dúvidas O O
por O O
parte O O
de O O
os O O
pais O O
. O O

Ainda O O
estão O O
indefinidos O O
, O O
por O O
exemplo O O
, O O
os O O
horários O O
de O O
aulas O O
de O O
as O O
salas O O
emergenciais O O
e O O
a O O
distribuição O O
de O O
os O O
alunos O O
por O O
períodos O O
. O O

" O O
Só O O
vamos O O
ter O O
esses O O
dados O O
depois O O
de O O
finalizadas O O
as O O
matrículas O O
" O O
, O O
afirmou O O
ontem O O
o O O
secretário O O
municipal O O
de O O
a O O
Educação O O
, O O
João B-PER B-PER
Gualberto I-PER I-PER
de I-PER I-PER
Carvalho I-PER I-PER

Meneses B-PER O
. O O

Será O O
após O O
esse O O
período O O
que O O
a O O
secretaria O O
saberá O O
quantas O O
salas O O
emergenciais O O
serão O O
necessárias O O
e O O
onde O O
irão O O
funcionar O O
. O O

" O O
Um O O
balanço O O
de O O
primeiro O O
dia O O
em O O
os O O
indicou O O
a O O
necessidade O O
de O O
168 B-VAL B-VAL
salas O O
emergenciais O O
" O O
, O O
disse O O
o O O
secretário O O
. O O

" O O
Vamos O O
colocar O O
A O O
A O O
disposição O O
680 B-VAL B-VAL
salas O O
" O O
, O O
afirmou O O
. O O

O O O
secretário O O
garantiu O O
ontem O O
que O O
nenhuma O O
criança O O
em O O
idade O O
escolar O O
ficará O O
fora O O
de O O
as O O
escolas O O
. O O

Em O O
Capela B-LOC B-LOC
do I-LOC I-LOC
Socorro I-LOC I-LOC
, O O
bairro O O
de O O
a O O
região O O
sul O O
de O O
a O O
capital O O
, O O
um O O
grupo O O
de O O
pais O O
e O O
alunos O O
invadiu O O
um O O
posto O O
de O O
saúde O O
com O O
o O O
objetivo O O
de O O
transformar O O
o O O
local O O
em O O
escola O O
. O O

Segundo O O
o O O
diretor O O
de O O
a O O
Escola B-ORG B-ORG
Municipal I-ORG I-ORG
Miguel I-ORG I-ORG
Vieira I-ORG I-ORG
Ferreira I-ORG I-ORG
, O O
Carlos B-PER B-PER
Alberto I-PER I-PER
Giannazi I-PER I-PER
, O O
que O O
participou O O
de O O
o O O
movimento O O
intitulado O O
Marcha O O
dos O O
Sem-Vaga O B-LOC
, O O
a O O
região O O
sofre O O
por O O
a O O
carência O O
de O O
vagas O O
em O O
as O O
escolas O O
. O O

A O O
secretaria O O
enviou O O
a O O
o O O
local O O
uma O O
equipe O O
de O O
o O O
SOS B-PER O
Matrículas I-PER O
e O O
um O O
engenheiro O O
para O O
avaliar O O
o O O
caso O O
. O O

" O O
Não O O
sei O O
dizer O O
se O O
há O O
deficiência O O
de O O
vagas O O
naquela O O
região O O
" O O
, O O
disse O O
Meneses B-PER O
. O O

" O O
~Mas O O
a O O
região O O
sul O O
tem O O
alguns O O
pontos O O
localizados O O
em O O
que O O
o O O
problema O O
existe O O
" O O
, O O
afirmou O O
. O O

Segundo O B-PER
Giannazi B-PER I-PER
, O O
as O O
escolas O O
em O O
a O O
região O O
de O O
Capela B-LOC B-LOC
do I-LOC I-LOC
Socorro I-LOC I-LOC
estão O O
com O O
lista O O
de O O
espera O O
e O O
não O O
há O O
garantia O O
de O O
vaga O O
para O O
todos O O
. O O

Sem O O
filas O O
em O O
a O O
frente O O
de O O
as O O
escolas O O
, O O
a O O
preocupação O O
de O O
alguns O O
diretores O O
, O O
ontem O O
, O O
era O O
quanto O O
A O O
A O O
duplicidade O O
de O O
matrículas O O
. O O

É O O
que O O
alguns O O
pais O O
desconheciam O O
a O O
rematrícula O O
automática O O
de O O
as O O
escolas O O
de O O
educação O O
infantil O O
para O O
as O O
de O O
o O O
ensino O O
fundamental O O
em O O
a O O
rede O O
municipal O O
e O O
fizeram O O
matrícula O O
também O O
em O O
escolas O O
estaduais O O
. O O

A O O
interligação O O
entre O O
as O O
secretarias O O
detectou O O
o O O
problema O O
, O O
mas O O
as O O
crianças O O
ficarão O O
matriculadas O O
em O O
a O O
primeira O O
escola O O
em O O
que O O
se O O
inscreveram O O
. O O

Copyright O O
1999 B-TMP O
- O O
O B-ORG O
Estado I-ORG B-LOC
de I-ORG I-LOC
S. I-ORG I-LOC
Paulo I-ORG I-LOC
- O O
Todos O O
os O O
direitos O O
reservados O O
Carlos B-PER B-PER
Giannazi I-PER I-PER

Artistas O O
em O O
o O O
poder O O

Peter B-PER B-PER
Turrini I-PER I-PER

A O O
coisa O O
que O O
o O O
senhor O B-PER
Haider B-PER I-PER
mais O O
queria O O
em O O
o O O
mundo O O
, O O
segundo O O
conta O O
a O O
irmã O O
, O O
era O O
ser O O
actor O O
. O O

A O O
o O O
que O O
ela O O
diz O O
, O O
ele O O
passava O O
os O O
dias O O
a O O
estudar O O
papéis O O
e O O
a O O
suspirar O O
por O O
uma O O
oportunidade O O
de O O
aparecer O O
em O O
os O O
palcos O O
. O O

O O O
senhor O B-PER
Prinzhorn B-PER I-PER
, O O
destinado O O
por O O
Haider B-PER O
a O O
um O O
lugar O O
de O O
ministro O O
, O O
costuma O O
recitar O O
os O O
seus O O
poemas O O
em O O
privado O O
. O O

O O O
senhor O O
Mölzer B-PER O
, O O
o O O
ideólogo-chefe O O
de O O
o O O
partido O O
de O O
Haider O O
, O O
publica O O
romances O O
. O O

O O O
senhor O B-PER
Westenthaler B-PER I-PER
, O O
chefe O O
de O O
o O O
grupo O O
parlamentar O O
de O O
o O O
partido O O
de O O
Haider O O
, O O
expõe O O
as O O
suas O O
aguarelas O O
em O O
uma O O
galeria O O
de O O
Simmering B-LOC O
. O O

O O O
senhor O O
Sichrovsky B-PER O
, O O
deputado O O
europeu O O
de O O
o O O
partido O O
de O O
Haider O O
, O O
escreve O O
peças O O
de O O
teatro O O
. O O

O O O
senhor O B-PER
Morak B-PER I-PER
, O O
secretário O O
de O O
Estado O B-ORG
da O I-ORG
Cultura O I-ORG
de O O
o O O
novo O O
governo O O
, O O
é O O
actor O O
de O O
teatro O O
e O O
cantor O O
pop O O
. O O

O O O
senhor O B-PER
Schüssel B-PER I-PER
, O O
o O O
chanceler O O
federal O O
, O O
toca O O
piano O O
- O O
Artistas B-PER O
em O O
o O O
poder O O
! O O

Em O O
o O O
princípio O O
de O O
toda O O
a O O
carreira O O
de O O
artista O O
, O O
está O O
a O O
impotência O O
. O O

Os O O
artistas O O
são O O
pessoas O O
que O O
trazem O O
a O O
o O O
mundo O O
uma O O
proposição O O
estética O O
de O O
que O O
o O O
mundo O O
de O O
modo O O
nenhum O O
estava O O
A O O
A O O
espera O O
. O O

À O O
rejeição O O
por O O
parte O O
de O O
este O O
, O O
a O O
maioria O O
de O O
os O O
artistas O O
reage O O
com O O
um O O
reforço O O
de O O
a O O
sua O O
proposição O O
, O O
com O O
uma O O
atitude O O
megalómana O O
. O O

Em O O
o O O
início O O
de O O
o O O
século B-TMP B-TMP
XX I-TMP I-TMP
, O O
a O O
situação O O
de O O
Oskar B-PER B-PER
Kokoschka I-PER I-PER
e O O
de O O
Adolf B-PER B-PER
Hitler I-PER I-PER
era O O
bastante O O
parecida O O
: O O
um O O
tentava O O
vender O O
os O O
seus O O
óleos O O
em O O
cafés O O
vienenses O O
, O O
o O O
outro O O
, O O
as O O
suas O O
aguarelas O O
em O O
um O O
asilo O O
para O O
homens O O
. O O

Nenhum O O
vendia O O
nada O O
e O O
ambos O O
sonhavam O O
vir O O
a O O
ser O O
grandes O O
artistas O O
. O O

Todos O O
nós O O
sonhamos O O
o O O
sonho O O
de O O
a O O
arte O O
, O O
independentemente O O
de O O
termos O O
ou O O
não O O
termos O O
talento O O
. O O

Quem O O
quer O O
que O O
seja O O
capaz O O
de O O
formar O O
uma O O
frase O O
, O O
de O O
manejar O O
um O O
pincel O O
, O O
perpetua O O
- O O
se O O
em O O
o O O
papel O O
, O O
faz O O
pinceladas O O
em O O
a O O
tela O O
, O O
em O O
a O O
esperança O O
de O O
ter O O
exprimido O O
uma O O
originalidade O O
imorredoura O O
. O O

Qualquer O O
jornalista O O
de O O
a O O
nossa O O
terra O O
embrulha O O
o O O
seu O O
aranzel O O
de O O
o O O
dia-a-dia O O
entre O O
as O O
duas O O
capas O O
de O O
um O O
livro O O
, O O
ansiando O O
por O O
que O O
sobreviva O O
eternidades O O
fora O O
. O O

A O O
burguesia O O
vienense O O
, O O
e O O
não O O
apenas O O
esta O O
, O O
põe O O
os O O
filhos O O
a O O
aprender O O
piano O O
A O O
A O O
força O O
e O O
